prompt_id,class,display_name,index_in_class,type,template,full_text,enabled,manual_score,relevance,specificity,mean_similarity,max_similarity,contribution_rank,notes,action
111,fryum,fryum,5,generic,{} with flaw,fryum with flaw,True,,,,,,,,
112,fryum,fryum,6,generic,{} with defect,fryum with defect,True,,,,,,,,
113,fryum,fryum,7,generic,{} with damage,fryum with damage,True,,,,,,,,
114,fryum,fryum,8,specific,{} with breakage,fryum with breakage,True,,,,,,,,
115,fryum,fryum,9,specific,{} with scratches,fryum with scratches,True,,,,,,,,
116,fryum,fryum,10,specific,{} with burnt,fryum with burnt,True,,,,,,,,
117,fryum,fryum,11,specific,{} with colour spot,fryum with colour spot,True,,,,,,,,
118,fryum,fryum,12,specific,{} with fryum stuck together,fryum with fryum stuck together,True,,,,,,,,
119,fryum,fryum,13,specific,{} with colour spot,fryum with colour spot,True,,,,,,,,
120,grid,grid,0,generic,damaged {},damaged grid,True,,,,,,,,
121,grid,grid,1,generic,flawed {},flawed grid,True,,,,,,,,
122,grid,grid,2,generic,abnormal {},abnormal grid,True,,,,,,,,
123,grid,grid,3,generic,imperfect {},imperfect grid,True,,,,,,,,
124,grid,grid,4,generic,blemished {},blemished grid,True,,,,,,,,
125,grid,grid,5,generic,{} with flaw,grid with flaw,True,,,,,,,,
126,grid,grid,6,generic,{} with defect,grid with defect,True,,,,,,,,
127,grid,grid,7,generic,{} with damage,grid with damage,True,,,,,,,,
128,grid,grid,8,specific,{} with breakage,grid with breakage,True,,,,,,,,
129,grid,grid,9,specific,{} with thread residue,grid with thread residue,True,,,,,,,,
130,grid,grid,10,specific,{} with thread,grid with thread,True,,,,,,,,
131,grid,grid,11,specific,{} with metal contamination,grid with metal contamination,True,,,,,,,,
132,grid,grid,12,specific,{} with glue,grid with glue,True,,,,,,,,
133,grid,grid,13,specific,{} with a bent shape,grid with a bent shape,True,,,,,,,,
134,hazelnut,hazelnut,0,generic,damaged {},damaged hazelnut,True,,,,,,,,
135,hazelnut,hazelnut,1,generic,flawed {},flawed hazelnut,True,,,,,,,,
136,hazelnut,hazelnut,2,generic,abnormal {},abnormal hazelnut,True,,,,,,,,
137,hazelnut,hazelnut,3,generic,imperfect {},imperfect hazelnut,True,,,,,,,,
138,hazelnut,hazelnut,4,generic,blemished {},blemished hazelnut,True,,,,,,,,
139,hazelnut,hazelnut,5,generic,{} with flaw,hazelnut with flaw,True,,,,,,,,
140,hazelnut,hazelnut,6,generic,{} with defect,hazelnut with defect,True,,,,,,,,
141,hazelnut,hazelnut,7,generic,{} with damage,hazelnut with damage,True,,,,,,,,
142,hazelnut,hazelnut,8,specific,{} with crack,hazelnut with crack,True,,,,,,,,
143,hazelnut,hazelnut,9,specific,{} with cut,hazelnut with cut,True,,,,,,,,
144,hazelnut,hazelnut,10,specific,{} with hole,hazelnut with hole,True,,,,,,,,
145,hazelnut,hazelnut,11,specific,{} with print,hazelnut with print,True,,,,,,,,
146,leather,leather,0,generic,damaged {},damaged leather,True,,,,,,,,
147,leather,leather,1,generic,flawed {},flawed leather,True,,,,,,,,
148,leather,leather,2,generic,abnormal {},abnormal leather,True,,,,,,,,
149,leather,leather,3,generic,imperfect {},imperfect leather,True,,,,,,,,
150,leather,leather,4,generic,blemished {},blemished leather,True,,,,,,,,
151,leather,leather,5,generic,{} with flaw,leather with flaw,True,,,,,,,,
152,leather,leather,6,generic,{} with defect,leather with defect,True,,,,,,,,
153,leather,leather,7,generic,{} with damage,leather with damage,True,,,,,,,,
154,leather,leather,8,specific,{} with color stain,leather with color stain,True,,,,,,,,
155,leather,leather,9,specific,{} with cut,leather with cut,True,,,,,,,,
156,leather,leather,10,specific,{} with fold,leather with fold,True,,,,,,,,
157,leather,leather,11,specific,{} with glue,leather with glue,True,,,,,,,,
158,leather,leather,12,specific,{} with poke,leather with poke,True,,,,,,,,
159,macaroni1,macaroni,0,generic,damaged {},damaged macaroni,True,,,,,,,,
160,macaroni1,macaroni,1,generic,flawed {},flawed macaroni,True,,,,,,,,
161,macaroni1,macaroni,2,generic,abnormal {},abnormal macaroni,True,,,,,,,,
162,macaroni1,macaroni,3,generic,imperfect {},imperfect macaroni,True,,,,,,,,
163,macaroni1,macaroni,4,generic,blemished {},blemished macaroni,True,,,,,,,,
164,macaroni1,macaroni,5,generic,{} with flaw,macaroni with flaw,True,,,,,,,,
165,macaroni1,macaroni,6,generic,{} with defect,macaroni with defect,True,,,,,,,,
166,macaroni1,macaroni,7,generic,{} with damage,macaroni with damage,True,,,,,,,,
167,macaroni1,macaroni,8,specific,{} with color spot,macaroni with color spot,True,,,,,,,,
168,macaroni1,macaroni,9,specific,{} with small chip around edge,macaroni with small chip around edge,True,,,,,,,,
169,macaroni1,macaroni,10,specific,{} with small scratches,macaroni with small scratches,True,,,,,,,,
170,macaroni1,macaroni,11,specific,{} with breakage,macaroni with breakage,True,,,,,,,,
171,macaroni1,macaroni,12,specific,{} with cracks,macaroni with cracks,True,,,,,,,,
172,macaroni2,macaroni,0,generic,damaged {},damaged macaroni,True,,,,,,,,
173,macaroni2,macaroni,1,generic,flawed {},flawed macaroni,True,,,,,,,,
174,macaroni2,macaroni,2,generic,abnormal {},abnormal macaroni,True,,,,,,,,
175,macaroni2,macaroni,3,generic,imperfect {},imperfect macaroni,True,,,,,,,,
176,macaroni2,macaroni,4,generic,blemished {},blemished macaroni,True,,,,,,,,
177,macaroni2,macaroni,5,generic,{} with flaw,macaroni with flaw,True,,,,,,,,
178,macaroni2,macaroni,6,generic,{} with defect,macaroni with defect,True,,,,,,,,
179,macaroni2,macaroni,7,generic,{} with damage,macaroni with damage,True,,,,,,,,
180,macaroni2,macaroni,8,specific,{} with color spot,macaroni with color spot,True,,,,,,,,
181,macaroni2,macaroni,9,specific,{} with small chip around edge,macaroni with small chip around edge,True,,,,,,,,
182,macaroni2,macaroni,10,specific,{} with small scratches,macaroni with small scratches,True,,,,,,,,
183,macaroni2,macaroni,11,specific,{} with breakage,macaroni with breakage,True,,,,,,,,
184,macaroni2,macaroni,12,specific,{} with cracks,macaroni with cracks,True,,,,,,,,
185,metal_nut,metal nut,0,generic,damaged {},damaged metal nut,True,,,,,,,,
186,metal_nut,metal nut,1,generic,flawed {},flawed metal nut,True,,,,,,,,
187,metal_nut,metal nut,2,generic,abnormal {},abnormal metal nut,True,,,,,,,,
188,metal_nut,metal nut,3,generic,imperfect {},imperfect metal nut,True,,,,,,,,
189,metal_nut,metal nut,4,generic,blemished {},blemished metal nut,True,,,,,,,,
190,metal_nut,metal nut,5,generic,{} with flaw,metal nut with flaw,True,,,,,,,,
191,metal_nut,metal nut,6,generic,{} with defect,metal nut with defect,True,,,,,,,,
192,metal_nut,metal nut,7,generic,{} with damage,metal nut with damage,True,,,,,,,,
193,metal_nut,metal nut,8,specific,{} with a bent shape ,metal nut with a bent shape ,True,,,,,,,,
194,metal_nut,metal nut,9,specific,{} with color stain,metal nut with color stain,True,,,,,,,,
195,metal_nut,metal nut,10,specific,{} with a flipped orientation,metal nut with a flipped orientation,True,,,,,,,,
196,metal_nut,metal nut,11,specific,{} with scratch,metal nut with scratch,True,,,,,,,,
197,pcb1,printed circuit board,0,generic,damaged {},damaged printed circuit board,True,,,,,,,,
198,pcb1,printed circuit board,1,generic,flawed {},flawed printed circuit board,True,,,,,,,,
199,pcb1,printed circuit board,2,generic,abnormal {},abnormal printed circuit board,True,,,,,,,,
200,pcb1,printed circuit board,3,generic,imperfect {},imperfect printed circuit board,True,,,,,,,,
201,pcb1,printed circuit board,4,generic,blemished {},blemished printed circuit board,True,,,,,,,,
202,pcb1,printed circuit board,5,generic,{} with flaw,printed circuit board with flaw,True,,,,,,,,
203,pcb1,printed circuit board,6,generic,{} with defect,printed circuit board with defect,True,,,,,,,,
204,pcb1,printed circuit board,7,generic,{} with damage,printed circuit board with damage,True,,,,,,,,
205,pcb1,printed circuit board,8,specific,{} with bent,printed circuit board with bent,True,,,,,,,,
206,pcb1,printed circuit board,9,specific,{} with scratch,printed circuit board with scratch,True,,,,,,,,
207,pcb1,printed circuit board,10,specific,{} with missing,printed circuit board with missing,True,,,,,,,,
208,pcb1,printed circuit board,11,specific,{} with melt,printed circuit board with melt,True,,,,,,,,
209,pcb2,printed circuit board,0,generic,damaged {},damaged printed circuit board,True,,,,,,,,
210,pcb2,printed circuit board,1,generic,flawed {},flawed printed circuit board,True,,,,,,,,
211,pcb2,printed circuit board,2,generic,abnormal {},abnormal printed circuit board,True,,,,,,,,
212,pcb2,printed circuit board,3,generic,imperfect {},imperfect printed circuit board,True,,,,,,,,
213,pcb2,printed circuit board,4,generic,blemished {},blemished printed circuit board,True,,,,,,,,
214,pcb2,printed circuit board,5,generic,{} with flaw,printed circuit board with flaw,True,,,,,,,,
215,pcb2,printed circuit board,6,generic,{} with defect,printed circuit board with defect,True,,,,,,,,
216,pcb2,printed circuit board,7,generic,{} with damage,printed circuit board with damage,True,,,,,,,,
217,pcb2,printed circuit board,8,specific,{} with bent,printed circuit board with bent,True,,,,,,,,
218,pcb2,printed circuit board,9,specific,{} with scratch,printed circuit board with scratch,True,,,,,,,,
219,pcb2,printed circuit board,10,specific,{} with missing,printed circuit board with missing,True,,,,,,,,
220,pcb2,printed circuit board,11,specific,{} with melt,printed circuit board with melt,True,,,,,,,,
221,pcb3,printed circuit board,0,generic,damaged {},damaged printed circuit board,True,,,,,,,,
222,pcb3,printed circuit board,1,generic,flawed {},flawed printed circuit board,True,,,,,,,,
223,pcb3,printed circuit board,2,generic,abnormal {},abnormal printed circuit board,True,,,,,,,,
224,pcb3,printed circuit board,3,generic,imperfect {},imperfect printed circuit board,True,,,,,,,,
225,pcb3,printed circuit board,4,generic,blemished {},blemished printed circuit board,True,,,,,,,,
226,pcb3,printed circuit board,5,generic,{} with flaw,printed circuit board with flaw,True,,,,,,,,
227,pcb3,printed circuit board,6,generic,{} with defect,printed circuit board with defect,True,,,,,,,,
228,pcb3,printed circuit board,7,generic,{} with damage,printed circuit board with damage,True,,,,,,,,
229,pcb3,printed circuit board,8,specific,{} with bent,printed circuit board with bent,True,,,,,,,,
230,pcb3,printed circuit board,9,specific,{} with scratch,printed circuit board with scratch,True,,,,,,,,
231,pcb3,printed circuit board,10,specific,{} with missing,printed circuit board with missing,True,,,,,,,,
232,pcb3,printed circuit board,11,specific,{} with melt,printed circuit board with melt,True,,,,,,,,
233,pcb4,printed circuit board,0,generic,damaged {},damaged printed circuit board,True,,,,,,,,
234,pcb4,printed circuit board,1,generic,flawed {},flawed printed circuit board,True,,,,,,,,
235,pcb4,printed circuit board,2,generic,abnormal {},abnormal printed circuit board,True,,,,,,,,
236,pcb4,printed circuit board,3,generic,imperfect {},imperfect printed circuit board,True,,,,,,,,
237,pcb4,printed circuit board,4,generic,blemished {},blemished printed circuit board,True,,,,,,,,
238,pcb4,printed circuit board,5,generic,{} with flaw,printed circuit board with flaw,True,,,,,,,,
239,pcb4,printed circuit board,6,generic,{} with defect,printed circuit board with defect,True,,,,,,,,
240,pcb4,printed circuit board,7,generic,{} with damage,printed circuit board with damage,True,,,,,,,,
241,pcb4,printed circuit board,8,specific,{} with scratch,printed circuit board with scratch,True,,,,,,,,
242,pcb4,printed circuit board,9,specific,{} with extra,printed circuit board with extra,True,,,,,,,,
243,pcb4,printed circuit board,10,specific,{} with missing,printed circuit board with missing,True,,,,,,,,
244,pcb4,printed circuit board,11,specific,{} with wrong place,printed circuit board with wrong place,True,,,,,,,,
245,pcb4,printed circuit board,12,specific,{} with damage,printed circuit board with damage,True,,,,,,,,
246,pcb4,printed circuit board,13,specific,{} with burnt,printed circuit board with burnt,True,,,,,,,,
247,pcb4,printed circuit board,14,specific,{} with dirt,printed circuit board with dirt,True,,,,,,,,
248,pill,pill,0,generic,damaged {},damaged pill,True,,,,,,,,
249,pill,pill,1,generic,flawed {},flawed pill,True,,,,,,,,
250,pill,pill,2,generic,abnormal {},abnormal pill,True,,,,,,,,
251,pill,pill,3,generic,imperfect {},imperfect pill,True,,,,,,,,
252,pill,pill,4,generic,blemished {},blemished pill,True,,,,,,,,
253,pill,pill,5,generic,{} with flaw,pill with flaw,True,,,,,,,,
254,pill,pill,6,generic,{} with defect,pill with defect,True,,,,,,,,
255,pill,pill,7,generic,{} with damage,pill with damage,True,,,,,,,,
256,pill,pill,8,specific,{} with color stain,pill with color stain,True,,,,,,,,
257,pill,pill,9,specific,{} with contamination,pill with contamination,True,,,,,,,,
258,pill,pill,10,specific,{} with crack,pill with crack,True,,,,,,,,
259,pill,pill,11,specific,{} with faulty imprint,pill with faulty imprint,True,,,,,,,,
260,pill,pill,12,specific,{} with scratch,pill with scratch,True,,,,,,,,
261,pill,pill,13,specific,{} with abnormal type,pill with abnormal type,True,,,,,,,,
262,pipe_fryum,pipe fryum,0,generic,damaged {},damaged pipe fryum,True,,,,,,,,
263,pipe_fryum,pipe fryum,1,generic,flawed {},flawed pipe fryum,True,,,,,,,,
264,pipe_fryum,pipe fryum,2,generic,abnormal {},abnormal pipe fryum,True,,,,,,,,
265,pipe_fryum,pipe fryum,3,generic,imperfect {},imperfect pipe fryum,True,,,,,,,,
266,pipe_fryum,pipe fryum,4,generic,blemished {},blemished pipe fryum,True,,,,,,,,
267,pipe_fryum,pipe fryum,5,generic,{} with flaw,pipe fryum with flaw,True,,,,,,,,
268,pipe_fryum,pipe fryum,6,generic,{} with defect,pipe fryum with defect,True,,,,,,,,
269,pipe_fryum,pipe fryum,7,generic,{} with damage,pipe fryum with damage,True,,,,,,,,
270,pipe_fryum,pipe fryum,8,specific,{} with breakage,pipe fryum with breakage,True,,,,,,,,
271,pipe_fryum,pipe fryum,9,specific,{} with small scratches,pipe fryum with small scratches,True,,,,,,,,
272,pipe_fryum,pipe fryum,10,specific,{} with burnt,pipe fryum with burnt,True,,,,,,,,
273,pipe_fryum,pipe fryum,11,specific,{} with stuck together,pipe fryum with stuck together,True,,,,,,,,
274,pipe_fryum,pipe fryum,12,specific,{} with colour spot,pipe fryum with colour spot,True,,,,,,,,
275,pipe_fryum,pipe fryum,13,specific,{} with cracks,pipe fryum with cracks,True,,,,,,,,
276,screw,screw,0,generic,damaged {},damaged screw,True,,,,,,,,
277,screw,screw,1,generic,flawed {},flawed screw,True,,,,,,,,
278,screw,screw,2,generic,abnormal {},abnormal screw,True,,,,,,,,
279,screw,screw,3,generic,imperfect {},imperfect screw,True,,,,,,,,
280,screw,screw,4,generic,blemished {},blemished screw,True,,,,,,,,
281,screw,screw,5,generic,{} with flaw,screw with flaw,True,,,,,,,,
282,screw,screw,6,generic,{} with defect,screw with defect,True,,,,,,,,
283,screw,screw,7,generic,{} with damage,screw with damage,True,,,,,,,,
284,screw,screw,8,specific,{} with manipulated front,screw with manipulated front,True,,,,,,,,
285,screw,screw,9,specific,{} with scratch neck,screw with scratch neck,True,,,,,,,,
286,screw,screw,10,specific,{} with scratch head,screw with scratch head,True,,,,,,,,
287,tile,tile,0,generic,damaged {},damaged tile,True,,,,,,,,
288,tile,tile,1,generic,flawed {},flawed tile,True,,,,,,,,
289,tile,tile,2,generic,abnormal {},abnormal tile,True,,,,,,,,
290,tile,tile,3,generic,imperfect {},imperfect tile,True,,,,,,,,
291,tile,tile,4,generic,blemished {},blemished tile,True,,,,,,,,
292,tile,tile,5,generic,{} with flaw,tile with flaw,True,,,,,,,,
293,tile,tile,6,generic,{} with defect,tile with defect,True,,,,,,,,
294,tile,tile,7,generic,{} with damage,tile with damage,True,,,,,,,,
295,tile,tile,8,specific,{} with crack,tile with crack,True,,,,,,,,
296,tile,tile,9,specific,{} with glue strip,tile with glue strip,True,,,,,,,,
297,tile,tile,10,specific,{} with gray stroke,tile with gray stroke,True,,,,,,,,
298,tile,tile,11,specific,{} with oil,tile with oil,True,,,,,,,,
299,tile,tile,12,specific,{} with rough surface,tile with rough surface,True,,,,,,,,
300,toothbrush,toothbrush,0,generic,damaged {},damaged toothbrush,True,,,,,,,,
301,toothbrush,toothbrush,1,generic,flawed {},flawed toothbrush,True,,,,,,,,
302,toothbrush,toothbrush,2,generic,abnormal {},abnormal toothbrush,True,,,,,,,,
303,toothbrush,toothbrush,3,generic,imperfect {},imperfect toothbrush,True,,,,,,,,
304,toothbrush,toothbrush,4,generic,blemished {},blemished toothbrush,True,,,,,,,,
305,toothbrush,toothbrush,5,generic,{} with flaw,toothbrush with flaw,True,,,,,,,,
306,toothbrush,toothbrush,6,generic,{} with defect,toothbrush with defect,True,,,,,,,,
307,toothbrush,toothbrush,7,generic,{} with damage,toothbrush with damage,True,,,,,,,,
308,toothbrush,toothbrush,8,specific,{} with defect,toothbrush with defect,True,,,,,,,,
309,toothbrush,toothbrush,9,specific,{} with anomaly,toothbrush with anomaly,True,,,,,,,,
310,transistor,transistor,0,generic,damaged {},damaged transistor,True,,,,,,,,
311,transistor,transistor,1,generic,flawed {},flawed transistor,True,,,,,,,,
312,transistor,transistor,2,generic,abnormal {},abnormal transistor,True,,,,,,,,
313,transistor,transistor,3,generic,imperfect {},imperfect transistor,True,,,,,,,,
314,transistor,transistor,4,generic,blemished {},blemished transistor,True,,,,,,,,
315,transistor,transistor,5,generic,{} with flaw,transistor with flaw,True,,,,,,,,
316,transistor,transistor,6,generic,{} with defect,transistor with defect,True,,,,,,,,
317,transistor,transistor,7,generic,{} with damage,transistor with damage,True,,,,,,,,
318,transistor,transistor,8,specific,{} with bent lead,transistor with bent lead,True,,,,,,,,
319,transistor,transistor,9,specific,{} with cut lead,transistor with cut lead,True,,,,,,,,
320,transistor,transistor,10,specific,{} with damage,transistor with damage,True,,,,,,,,
321,transistor,transistor,11,specific,{} with misplaced transistor,transistor with misplaced transistor,True,,,,,,,,
322,wood,wood,0,generic,damaged {},damaged wood,True,,,,,,,,
323,wood,wood,1,generic,flawed {},flawed wood,True,,,,,,,,
324,wood,wood,2,generic,abnormal {},abnormal wood,True,,,,,,,,
325,wood,wood,3,generic,imperfect {},imperfect wood,True,,,,,,,,
326,wood,wood,4,generic,blemished {},blemished wood,True,,,,,,,,
327,wood,wood,5,generic,{} with flaw,wood with flaw,True,,,,,,,,
328,wood,wood,6,generic,{} with defect,wood with defect,True,,,,,,,,
329,wood,wood,7,generic,{} with damage,wood with damage,True,,,,,,,,
330,wood,wood,8,specific,{} with color stain,wood with color stain,True,,,,,,,,
331,wood,wood,9,specific,{} with hole,wood with hole,True,,,,,,,,
332,wood,wood,10,specific,{} with scratch,wood with scratch,True,,,,,,,,
333,wood,wood,11,specific,{} with liquid,wood with liquid,True,,,,,,,,
334,zipper,zipper,0,generic,damaged {},damaged zipper,True,,,,,,,,
335,zipper,zipper,1,generic,flawed {},flawed zipper,True,,,,,,,,
336,zipper,zipper,2,generic,abnormal {},abnormal zipper,True,,,,,,,,
337,zipper,zipper,3,generic,imperfect {},imperfect zipper,True,,,,,,,,
338,zipper,zipper,4,generic,blemished {},blemished zipper,True,,,,,,,,
339,zipper,zipper,5,generic,{} with flaw,zipper with flaw,True,,,,,,,,
